"443","Отделение №200/201","","+375 21 305-64-44","Оболь","г.п. Оболь, ул. Вышелесского, 21","29.29835","55.351483"
"447","Обменный пункт №200/2","","+375 21 225-63-74","Витебск","г. Витебск, пр. Строителей, 15","30.223116","55.170054"
"448","Обменный пункт №200/4","","+375 21 265-00-73","Витебск","г. Витебск, пр. Московский, 130-1","30.266298","55.174892"
"453","Отделение №200/83","","+375 21 265-75-20","Витебск","г. Витебск, ул. Ленинградская, 136А","30.137382","55.212482"
"454","Отделение №200/86","","+375 21 267-86-73","Витебск","г. Витебск, ул. Леонова, 6/1","30.179645","55.198016"
"457","Отделение №200/107","","+375 21 266-68-71","Витебск","г. Витебск, ул. Кирова, 10-45","30.193143","55.194273"
"459","Отделение №200/110","","+375 21 220-47-55","Витебск","г. Витебск, пр. Московский, 8а","30.206813","55.183746"
"462","Отделение №200/115","","+375 21 220-00-75","Октябрьская","агрогородок Октябрьская, ул. Центральная, 2","30.26231","55.126784"
"466","Отделение №200/122","","+375 21 220-81-36","Копти","агрогородок Копти, ул. Лынькова, 20","30.353625","55.065141"
"468","Отделение №200/125","","+375 21 226-73-89","Сураж","г.п. Сураж, ул. Шмырева, 19/7","30.729039","55.409931"
"469","Отделение №200/126","","+375 21 220-72-42","Яновичи","г.п. Яновичи, ул. Унишевского, 12","30.699213","55.29455"
"471","Отделение №200/129","","+375 21 229-95-91","Вымно","д. Вымно, ул. Витебская, 25","30.607085","55.258481"
"472","Отделение №200/131","","+375 21 269-19-95","Витебск","г. Витебск, ул. Центральная, 10/а","30.305888","55.300554"
"473","Отделение №200/132","","+375 21 269-39-91","Витебск","г. Витебск, ул. Партизанская, 3A","30.311811","55.305684"
"477","Отделение №205/51","","+375 21 536-58-00","Опса","агрогородок Опса, ул. Советская, 41","26.82415","55.536383"
"478","Отделение №205/52","","+375 21 533-31-23","Слободка","д. Слободка, ул. Ленинская, 13-А","27.178283","55.684117"
"484","Отделение №205/50","","+375 21 532-85-54","Видзы","г.п. Видзы, ул. Ленина, 14А-1","26.626683","55.395367"
"489","Отделение №205/60","","+375 21 532-51-38","Друя","агрогородок Друя, ул. Ленина, 72 В","27.463983","55.7872"
"495","Отделение №206/80","","+375 21 515-41-65","Борковичи","агрогородок Борковичи, ул. Советская, 16","28.322278","55.670721"
"496","Отделение №206/75","","+375 21 516-31-02","Бигосово","агрогородок Бигосово, ул. Молодежная, 7","27.73548","55.838574"
"501","Отделение №206/74","","+375 21 516-77-58","Освея","агрогородок Освея, ул. Советская, 5","28.110311","56.011824"
"502","Отделение №206/82","","+375 21 516-10-00","Григоровщина","п.п. Григоровщина","27.632621","55.821159"
"510","Отделение №200/185","","+375 21 393-34-80","Езерище","г.п. Езерище, ул. Ленинская, 58","29.980696","55.835546"
"520","Отделение №208/125","","+375 21 563-18-50","Дерковщина","д. Дерковщина, ул. Белорусская, 37","27.5673","55.065067"
"521","Отделение №208/115","","+375 21 563-15-97","Удело","д. Удело, ул. Советская, 29","27.562167","55.209717"
"522","Отделение №208/114","","+375 21 563-53-72","Подсвилье","г.п. Подсвилье, ул. Октябрьская, 59а","27.964717","55.148583"
"527","Отделение №208/120","","+375 21 563-66-18","Прозороки","д. Прозороки, ул. Полоцкая, 8","28.218817","55.29495"
"529","Отделение №208/123","","+375 21 563-21-23","Ломаши","агрогородок Ломаши, ул. Школьная, 8","28.325167","55.348933"
"533","Отделение №209/128","","+375 21 575-54-68","Крулевщина","агрогородок Крулевщина, ул. Полевого, 8","27.786593","55.022927"
"534","Отделение №209/129","","+375 21 573-46-98","Парафьяново","агрогородок Парафьяново, ул. Советская, 1","27.619722","54.877167"
"537","Отделение №209/127","","+375 21 575-31-62","Бегомль","г.п. Бегомль, ул. Красноармейская, 14","28.056045","54.731319"
"543","Обменный пункт №208/6","","+375 21 562-15-71","Глубокое","г. Глубокое, ул. Ленина, 22","27.686367","55.13895"
"547","Отделение №211/153","","+375 21 326-83-59","Боровка","д. Боровка, 9","28.797417","54.958817"
"550","Отделение №211/69","","+375 21 323-35-62","Заслоново","п. Заслоново, 10","28.916833","54.892833"
"553","Отделение №211/63","","+375 21 324-38-60","Лепель","г. Лепель, пл. Свободы, 4","28.695133","54.886317"
"557","Отделение №213/154","","+375 21 525-47-32","Новый Погост","д. Новый Погост, ул. Дзержинского, 17a","27.48645","55.494417"
"559","Отделение №216/42","","+375 21 441-43-83","Дисна","г. Дисна, ул. Первомайская, 3","28.214183","55.566317"
"563","Отделение №213/41","","+375 21 524-25-88","Миоры","г. Миоры, ул. Коммунистическая, 52","27.6277","55.623783"
"567","Отделение №214/3","","+375 21 450-91-34","Новополоцк","г. Новополоцк, ул. Кирова, 1","28.644111","55.53494"
"568","Отделение №214/7","","+375 21 458-63-84","Новополоцк","г. Новополоцк, ул. Молодежная, 144","28.670629","55.526696"
"570","Отделение №214/10","","+375 21 451-95-66","Новополоцк","г. Новополоцк, ул. Молодежная, 169","28.687736","55.517551"
"571","Отделение №214/11","","+375 21 458-50-92","Новополоцк","г. Новополоцк, ул. Молодежная, 16","28.62938","55.541333"
"572","Отделение №214/12","","+375 21 451-99-59","Новополоцк","г. Новополоцк, ул. Молодежная, 177а","28.690893","55.515183"
"573","Отделение №214/13","","+375 21 450-38-81","Новополоцк","г. Новополоцк, ул. Молодежная, 104а","28.662003","55.530838"
"575","Отделение №214/16","","+375 21 458-38-05","Новополоцк","г. Новополоцк, ул. Армейская, 2","28.588151","55.589774"
"578","Отделение №214/18","","+375 21 595-44-46","Клястицы","агрогородок Клястицы, ул. Центральная, 54","28.60555","55.88815"
"584","Отделение №217/24","","+375 21 595-17-19","Россоны","г.п. Россоны, ул. Советская, 5","28.812867","55.9034"
"587","Отделение №215/4","","+375 21 657-66-25","Копысь","г.п. Копысь, ул. Ленинская, 6","30.282071","54.316825"
"588","Отделение №215/5","","+375 21 655-56-98","Барань","г. Барань, ул. Оршанская, 36","30.318986","54.48441"
"589","Отделение №215/8","","+375 21 623-71-60","Болбасово","г.п. Болбасово, ул. Сергея Грицевца, 107","30.287554","54.419575"
"591","Отделение №215/19","","+375 21 650-33-62","Орша","г. Орша, ул. Василия Молокова, 6","30.374922","54.518083"
"592","Отделение №215/21","","+375 21 629-92-74","Смольяны","агрогородок Смольяны, ул. Почтовая, 4","30.067473","54.601913"
"593","Отделение №215/22","","+375 21 623-02-90","Ореховск","г.п. Ореховск, ул. БелГРЭС, 10","30.498946","54.696406"
"594","Отделение №215/24","","+375 21 657-42-80","Межево","агрогородок Межево, ул. Заводская, 1","30.306644","54.626466"
"595","Отделение №215/25","","+375 21 627-93-16","Высокое","п. Высокое, ул. Садовая, 7а","30.434179","54.641483"
"599","Отделение №215/59","","+375 21 628-02-24","Орша","г. Орша, ул. Владимира Ленина, 77/40","30.436297","54.520587"
"600","Отделение №215/61","","+375 21 651-62-34","Орша","г. Орша, ул. Александра Пушкина, 2","30.412786","54.509373"
"601","Отделение №215/67","","+375 21 659-46-43","Орша","г. Орша, ул. 1-я Молодёжная, 15а","30.44998","54.558623"
"605","Отделение №215/71","","+375 21 653-27-88","Орша","г. Орша, ул. Владимира Ленина, 27","30.43","54.511567"
"606","Отделение №215/72","","+375 21 650-74-75","Орша","г. Орша, ул. 1 Августа, 3","30.401734","54.496721"
"607","Отделение №215/73","","+375 21 652-97-81","Орша","г. Орша, ул. Людвига Селицкого, 1","30.447033","54.53655"
"609","Отделение №215/76","","+375 21 656-55-17","Орша","г. Орша, ул. Ивана Флёрова, 30","30.430942","54.492706"
"610","Отделение №215/78","","+375 21 653-73-45","Орша","г. Орша, ул. Георгия Семенова, 17","30.415967","54.485933"
"612","Отделение №215/81","","+375 21 658-76-43","Бабиничи","агрогородок Бабиничи, ул. Сидоренко, 3","30.447283","54.436417"
"614","Отделение №215/84","Здание ж/д вокзала","+375 21 651-52-43","Орша","г. Орша, ул. Феликса Дзержинского, 8","30.376667","54.52105"
"615","Отделение №215/86","","+375 21 656-27-67","Орша","г. Орша, ул. Красногвардейская, 3","30.371179","54.503863"
"619","Отделение №215/122","","+375 21 373-43-69","Ляды","агрогородок Ляды, ул. Центральная, 34б","31.173167","54.6009"
"621","Отделение №215/131","","+375 21 373-67-33","Осинторф","агрогородок Осинторф, ул. Маяковского, 14","30.653","54.716367"
"626","Отделение №215/99","","+375 21 653-36-37","Орша","г. Орша, ул. Мира, 59","30.391467","54.51475"
"627","Отделение №215/100","","+375 21 375-07-69","Редьки","п.п. Редьки","30.968567","54.690783"
"630","Отделение №216/1","","+375 21 446-72-93","Полоцк","г. Полоцк, пр. Ф. Скорины, 7","28.771217","55.485383"
"633","Отделение №216/27","","+375 21 446-54-87","Полоцк","г. Полоцк, ул. Октябрьская, 39/24","28.781067","55.490417"
"635","Отделение №216/36","","+375 21 441-43-83","Полоцк","г. Полоцк, ул. Школьная, 13","28.767667","55.51245"
"639","Отделение №216/44","","+375 21 441-43-83","Ветрино","г.п. Ветрино, ул. Ленина, 80","28.483393","55.412866"
"640","Отделение №216/45","","+375 21 441-43-83","Фариново","д. Фариново, ул. Центральная, 1а","28.587183","55.428967"
"642","Отделение №216/78","","+375 21 441-43-83","Полоцк","г. Полоцк, ул. Невельская, 57","28.819","55.5006"
"645","Отделение №216/83","","+375 21 444-28-98","Полоцк","г. Полоцк, ул. Гагарина, 6","28.787717","55.485167"
"647","Отделение №216/88","","+375 21 443-97-33","Полоцк","г. Полоцк, ул. М.Богдановича, 10","28.7528","55.496533"
"648","Отделение №216/89","","+375 21 441-43-83","Полоцк","г. Полоцк, ул. П.Бровки, 45","28.766467","55.4727"
"650","Отделение №216/145","","+375 21 441-43-83","Великие Дольцы","агрогородок Великие Дольцы, ул. Лесная, 9а","28.438033","55.061967"
"660","Обменный пункт №216/2","Район магазина Дионис","+375 21 441-43-83","Полоцк","г. Полоцк, ул. Зыгина, 57а","28.7586","55.496333"
"661","Обменный пункт №216/3","","+375 21 441-43-83","Полоцк","г. Полоцк, ул. Октябрьская, 25","28.7855","55.489017"
"666","Отделение №200/165","","+375 21 355-23-44","Богушевск","г.п. Богушевск, ул. Комарова, 8","30.21245","54.839817"
"667","Отделение №200/166","","+375 21 352-46-41","Яново","агрогородок Яново, ул. Богушевская, 28","30.095783","54.759083"
"681","Отделение №215/114","","+375 21 362-35-42","Коханово","г.п. Коханово, ул. Оршанская, 103","30.00815","54.4601"
"688","Отделение №222/121","","+375 21 336-74-94","Новолукомль","г. Новолукомль, ул. Энергетиков, 15","29.1425","54.65485"
"691","Отделение №200/209","","+375 21 313-36-32","Островно","агрогородок Островно, ул. Надозерная, 17","29.842583","55.139683"
"694","Отделение №200/210","","+375 21 316-15-95","Улла","агрогородок Улла, ул. Кореневского, 25","29.239867","55.224333"
"698","Отделение №216/140","","+375 21 441-43-83","Лужки","агрогородок Лужки, ул. Школьная, 2а","27.872871","55.352162"
"701","Отделение №200/179","","+375 21 220-47-71","Витебск","г. Витебск, ул. Московский пр-т, 45Б","30.237354","55.176245"
"706","Отделение №200/85","","+375 21 220-47-91","Витебск","г. Витебск, пр. Московский, 7-124","30.204195","55.181945"
"707","Отделение №200/90","","+375 21 237-10-46","Витебск","г. Витебск, ул. 39-й Армии, 18-34","30.128845","55.167855"
"708","Отделение №200/92","","+375 21 236-20-08","Витебск","г. Витебск, ул. Максима Горького, 75","30.149553","55.173717"
"710","Отделение №200/103","","+375 21 237-10-27","Витебск","г. Витебск, ул. Чкалова, 25/1-73","30.210032","55.167873"
"712","Отделение №200/108","","+375 21 262-06-98","Витебск","г. Витебск, пр. Строителей, 12-199","30.222819","55.171289"
"715","Отделение №200/144","","+375 21 383-84-23","Добромысли","агрогородок Добромысли, ул. Горбовская, 2/а","30.669979","54.930383"
"722","Отделение №230/107","","+375 21 555-80-58","Лынтупы","г.п. Лынтупы, ул. Голубкова, 44А","26.306033","55.049983"
"723","Отделение №230/109","","+375 21 555-48-50","Камаи","агрогородок Камаи, ул. Гагарина, 6","26.602433","55.060183"
"724","Отделение №230/103","","+375 21 554-24-39","Поставы","г. Поставы, ул. Красноармейская, 8","26.841583","55.11295"
"726","Отделение №230/108","","+375 21 554-52-54","Воропаево","г.п. Воропаево, ул. Ленинская, 128/11","27.20805","55.146183"
"727","Отделение №230/110","","+375 21 555-90-59","Дуниловичи","агрогородок Дуниловичи, ул. Бульбенова, 30","27.233983","55.075433"
"734","Отделение №300/1","","+375 23 231-98-15","Гомель","г. Гомель, ул. Новополесская, 3","31.0013","52.440517"
"735","Отделение №300/2","","+375 23 234-87-96","Гомель","г. Гомель, ул. Владимирова, 29","30.949083","52.429533"
"736","Отделение №300/7","","+375 23 234-55-32","Гомель","г. Гомель, ул. Карповича, 28","30.998967","52.425583"
"737","Отделение №300/60","","+375 23 230-21-85","Гомель","г. Гомель, ул. Кожара, 2","30.99765","52.451333"
"739","Отделение №300/105","","+375 23 228-52-33","Гомель","г. Гомель, пр. Речицкий, 45","30.935217","52.409367"
"741","Отделение №300/119","","+375 23 235-61-21","Гомель","г. Гомель, пр. Речицкий, 16","30.960845","52.415328"
"742","Отделение №300/124","","+375 23 228-02-54","Гомель","г. Гомель, ул. Быховская, 115","30.972533","52.410967"
"743","Отделение №300/134","","+375 23 231-04-85","Гомель","г. Гомель, ул. Барыкина, 161","30.959783","52.420567"
"744","Отделение №300/137","","+375 23 225-60-18","Гомель","г. Гомель, пр-т Ленина, 19","31.009512","52.425269"
"745","Отделение №300/138","","+375 23 228-55-15","Гомель","г. Гомель, пр. Ленина, 4","31.010316","52.424423"
"746","Отделение №300/146","","+375 23 226-55-02","Гомель","г. Гомель, пр. Речицкий, 91","30.923417","52.406983"
"747","Отделение №300/147","","+375 23 256-46-59","Гомель","г. Гомель, ул. 60 лет СССР, 4","30.979567","52.404583"
"748","Отделение №300/149","","+375 23 232-97-96","Гомель","г. Гомель, ул. Мазурова, 46","31.023483","52.453583"
"750","Отделение №300/154","","+375 23 253-88-61","Гомель","г. Гомель, ул. Советская, 98","30.9998","52.44365"
"753","Отделение №300/159","","+375 23 230-97-03","Гомель","г. Гомель, ул. Тельмана, 6","31.008467","52.43975"
"754","Отделение №300/160","","+375 23 253-99-63","Гомель","г. Гомель, ул. Братьев Лизюковых, 5","30.94855","52.402533"
"756","Отделение №300/181","","+375 23 256-46-13","Гомель","г. Гомель, МЖК «Солнечный», 6","30.912517","52.399617"
"766","Отделение №300/204","","+375 23 229-51-30","Гомель","г. Гомель, ул. Карповича, 21","30.995883","52.42765"
"768","Отделение №302/12","","+375 23 222-20-79","Гомель","г. Гомель, ул. Ефремова, 5","30.962717","52.4571"
"769","Отделение №302/16","","+375 23 297-07-04","Гомель","г. Гомель, ул. Октябрьская, 15","30.915567","52.534567"
"771","Отделение №302/104","","+375 23 234-20-76","Гомель","г. Гомель, ул. Артиллерийская, 6","31.002033","52.435467"
"772","Отделение №302/112","","+375 23 253-81-41","Гомель","г. Гомель, ул. П.Бровки, 45","31.0248","52.468767"
"773","Отделение №302/113","","+375 23 227-63-87","Гомель","г. Гомель, ул. 8-я Иногородняя, 2/2","30.944883","52.444267"
"774","Отделение №302/123","","+375 23 231-60-69","Гомель","г. Гомель, ул. Тимофеенко, 20","30.999217","52.45715"
"776","Отделение №302/126","","+375 23 250-60-17","Гомель","г. Гомель, ул. Сухого, 6","30.9691","52.46585"
"778","Отделение №302/144","","+375 23 222-78-63","Гомель","г. Гомель, ул. Б.Царикова, 44","30.958433","52.446783"
"783","Отделение №307/170","","+375 23 367-95-51","Уваровичи","агрогородок Уваровичи, ул. Ленина, 8","30.72855","52.59605"
"785","Отделение №307/172","","+375 23 367-80-47","Уза","д. Уза, ул. Шоссейная, 59","30.820083","52.6004"
"790","Отделение №307/177","","+375 23 367-71-44","Коммунар","агрогородок Коммунар, ул. Советская, 4","30.82145","52.637467"
"791","Отделение №307/178","","+375 23 363-23-33","Буда-Люшевская","д. Буда-Люшевская, ул. Школьная, 2","30.422912","52.848968"
"793","Отделение №307/180","","+375 23 363-66-34","Широкое","агрогородок Широкое, ул. Пучинская, 7Б","30.883767","52.69515"
"794","Отделение №302/182","","+375 23 251-03-68","Гомель","г. Гомель, ул. Свиридова, 15","31.023767","52.475517"
"797","Обменный пункт №302/20","","+375 29 105-36-60","Гомель","г. Гомель, пересечение ул.Ефремова - ул.Героев Подпольщиков","30.97485","52.467583"
"799","Отделение №300/205","","+375 23 229-51-15","Гомель","г. Гомель, ул. Жукова, 40а","30.96775","52.4068"
"800","Отделение №302/226","","+375 23 231-45-58","Гомель","г. Гомель, ул. Барыкина, 94","30.974733","52.41845"
"801","Отделение №302/192","","+375 23 293-47-39","Зябровка","п. Зябровка, ул. Авиационная, 258","31.18805","52.295433"
"802","Отделение №302/193","","+375 23 294-73-66","Большевик","р.п. Большевик, ул. Советская, 32","30.880633","52.560533"
"803","Отделение №302/194","","+375 23 298-12-39","Терешковичи","агрогородок Терешковичи, ул. Советская, 25","30.947383","52.254567"
"805","Отделение №302/196","","+375 23 298-68-55","Урицкое","агрогородок Урицкое, ул. Ятченко, 3","30.80475","52.4679"
"806","Отделение №302/197","","+375 23 291-52-87","Берёзки","д. Берёзки, ул. 60 лет СССР, 10Б","31.104217","52.4002"
"807","Отделение №302/198","","+375 23 293-95-76","Красное","агрогородок Красное, ул. Гомельская, 7","30.920783","52.469617"
"809","Отделение №302/200","","+375 23 299-77-80","Новая Гута","РПТО Новая Гута","30.967316","52.09211"
"810","Отделение №302/107","","+375 23 253-03-69","Гомель","г. Гомель, ул. Ильича, 93","31.028412","52.380669"
"811","Отделение №302/129","","+375 23 221-53-99","Гомель","г. Гомель, ул. Ильича, 290","31.036717","52.351167"
"812","Отделение №302/132","","+375 23 227-72-39","Гомель","г. Гомель, ул. Жемчужная, 30","31.01985","52.358267"
"816","Отделение №302/164","","+375 23 235-71-12","Гомель","г. Гомель, ул. Димитрова, 82","31.0319","52.390133"
"817","Отделение №302/166","","+375 23 221-49-88","Гомель","г. Гомель, ул. Урицкого, 36","31.03225","52.395717"
"819","Отделение №309/188","","+375 23 337-60-96","Добруш","г. Добруш, пр. Луначарского, 19","31.322767","52.409783"
"820","Отделение №309/13","","+375 23 337-81-21","Добруш","г. Добруш, ул. Полевая, 1","31.340733","52.3863"
"821","Отделение №309/15","","+375 23 335-73-50","Корма","д. Корма, ул. Кирова, 24а","31.514729","52.344265"
"822","Отделение №309/17","","+375 23 337-46-29","Тереховка","г.п. Тереховка, пер. Советский, 14","31.418167","52.2165"
"823","Отделение №309/18","","+375 23 337-34-48","Носовичи","д. Носовичи, ул. Садовая, 50","31.265001","52.281238"
"824","Отделение №309/36","","+375 23 332-32-72","Жгунь","д. Жгунь, ул. Советская, 59","31.314983","52.335"
"825","Отделение №309/41","","+375 23 337-02-06","Добруш","г. Добруш, ул. Лесная, 8","31.33645","52.39855"
"826","Отделение №309/42","","+375 23 335-07-37","Селище-1","п. Селище-1","31.465567","52.388667"
"829","Отделение №311/80","","+375 23 537-51-41","Туров","г. Туров, ул. Интернациональная, 16-3","27.727933","52.069533"
"830","Отделение №311/40","","+375 23 539-61-31","Червоное","п. Червоное, 52","27.906567","52.3641"
"831","Отделение №311/41","","+375 23 535-14-30","Житковичи","г. Житковичи, ул. Приозёрная, 13-60","27.86925","52.201683"
"834","Отделение №312/2","","+375 23 342-35-16","Красный Берег","агрогородок Красный Берег, ул. Совхозная, 29","29.789857","52.945125"
"836","Отделение №312/6","","+375 23 342-35-49","Лукский","агрогородок Лукский, ул. Школьная, 6","29.9599","52.970372"
"837","Отделение №312/16","","+375 23 342-35-11","Кирово","агрогородок Кирово, ул. Кировская, 35","30.320483","52.907"
"838","Отделение №312/17","","+375 23 342-35-13","Стрешин","г.п. Стрешин, ул. Ленина В.И., 28","30.106633","52.7241"
"846","Отделение №312/38","","+375 23 342-35-12","Коротковичи","агрогородок Коротковичи, ул. Победы, 62","29.78715","52.792933"
"848","Отделение №312/40","","+375 23 342-12-61","Жлобин","г. Жлобин, мкр. №16, 16","30.039817","52.9022"
"849","Отделение №312/41","","+375 23 347-80-23","Жлобин","г. Жлобин, ул. Шоссейная, 73а","30.036067","52.885167"
"850","Отделение №312/42","","+375 23 347-00-12","Жлобин","г. Жлобин, мкр. №17, 30/31-1А","30.053333","52.90345"
"855","Отделение №313/81","","+375 23 452-38-78","Калинковичи","г. Калинковичи, ул. Советская, 19-36","29.341983","52.135367"
"856","Отделение №313/82","","+375 23 457-63-49","Юровичи","агрогородок Юровичи, ул. Почтовая, 3","29.529683","51.946883"
"857","Отделение №313/83","","+375 23 457-52-17","Березовка","д. Березовка","29.583433","51.917867"
"858","Отделение №313/84","","+375 23 457-67-38","Малые Автюки","агрогородок Малые Автюки, ул. Школьная","29.514083","52.1352"
"859","Отделение №313/85","","+375 23 455-71-09","Бобровичи","д. Бобровичи, ул. Лесная, 59-13","29.370067","52.294833"
"861","Отделение №313/87","","+375 23 459-95-27","Горочичи","агрогородок Горочичи, ул. Мира, 5","29.427567","52.2641"
"862","Отделение №313/88","","+375 23 459-15-58","Озаричи","г.п. Озаричи, ул. Октябрьская, 32б","29.260894","52.465473"
"863","Отделение №313/89","","+375 23 459-05-45","Домановичи","агрогородок Домановичи, ул. Школьная, 24","29.3989","52.341867"
"865","Отделение №313/91","","+375 23 457-91-56","Липов","агрогородок Липов","29.567791","52.360968"
"867","Отделение №313/93","","+375 23 453-87-13","Калинковичи","г. Калинковичи, ул. 50 лет Октября, 42 Б","29.309866","52.12486"
"868","Отделение №313/94","","+375 23 459-29-41","Перетрутовский Воротын","агрогородок Перетрутовский Воротын, ул. А.Т.Шпака, 20","29.01095","52.348733"
"874","Отделение №317/10","","+375 23 621-06-32","Мозырь","г. Мозырь, ул. Социалистическая, 120а","29.199612","52.078"
"875","Отделение №317/13","","+375 23 620-54-23","Мозырь","г. Мозырь, ул. В.Хоружей, 10-58","29.227417","52.086778"
"882","Отделение №317/25","","+375 23 623-63-53","Мозырь","г. Мозырь, ул. Полесская, 32","29.224138","52.057138"
"889","Отделение №317/54","","+375 23 625-54-19","Мозырь","г. Мозырь, ул. Интернациональная, 126-61","29.262722","52.035667"
"890","Отделение №317/55","","+375 23 624-49-73","Мозырь","г. Мозырь, ул. Притыцкого, 14","29.213277","52.036388"
"891","Отделение №317/59","","+375 23 625-57-01","Мозырь","г. Мозырь, ул. Пролетарская, 81а","29.244312","52.027003"
"892","Отделение №317/60","","+375 23 624-64-12","Мозырь","г. Мозырь, бул. Страконицкий, 5-2","29.244055","52.027"
"896","Отделение №317/64","","+375 23 624-91-76","Мозырь","г. Мозырь, бул. Юности, 37Б-3","29.22286","52.032222"
"897","Отделение №317/65","","+375 23 622-09-95","Козенки","д. Козенки, ул. Спортивная, 50г","29.184667","52.0195"
"899","Отделение №317/68","","+375 23 544-08-12","Новая Рудня","ПТО Новая Рудня","29.0765","51.634633"
"902","Отделение №317/97","","+375 23 554-36-67","Александровка","п. Александровка","29.4599","51.407517"
"904","Отделение №310/73","","+375 23 544-36-05","Ельск","г. Ельск, ул. Мозырский тракт, 18","29.178917","51.825333"
"907","Отделение №320/74","","+375 23 509-26-30","Копцевичи","д. Копцевичи, ул. Советская, 49","28.316531","52.227279"
"908","Отделение №320/6","","+375 23 502-37-92","Муляровка","п. Муляровка, ул. Привокзальная, 1","28.56604","52.206668"
"913","Отделение №320/76","","+375 23 504-30-01","Копаткевичи","г.п. Копаткевичи, ул. Интернациональная, 6","28.802817","52.307467"
"915","Отделение №320/78","","+375 23 509-06-04","Новоселки","агрогородок Новоселки, ул. Ленина, 48","28.602905","52.141211"
"917","Отделение №320/21","","+375 23 502-63-90","Мышанка","д. Мышанка","28.96467","52.183154"
"919","Отделение №320/31","","+375 23 505-44-39","Петриков","г. Петриков, ул. Коммунальная, 10","28.493161","52.124456"
"923","Отделение №322/63","","+375 23 423-20-95","Чирковичи","агрогородок Чирковичи, ул. Матросова, 44","29.647267","52.660367"
"925","Отделение №322/65","","+375 23 427-63-06","Сосновый Бор","р.п. Сосновый Бор, ул. Железнодорожная, 7","29.59815","52.519433"
"926","Отделение №322/66","","+375 23 426-16-60","Паричи","г.п. Паричи, ул. Пролетарская, 26","29.420783","52.805467"
"928","Отделение №322/68","","+375 23 427-53-36","Светлогорск","г. Светлогорск, мкр. Полесье, 16а","29.726617","52.636017"
"930","Отделение №322/70","","+375 23 422-69-79","Светлогорск","г. Светлогорск, мкр. Молодежный, 31а","29.72601","52.626874"
"934","Отделение №322/74","","+375 23 427-79-34","Светлогорск","г. Светлогорск, ул. 50 лет Октября, 11-65","29.747272","52.631959"
"936","Отделение №323/206","","+375 23 404-91-25","Заспа","агрогородок Заспа, ул. Советская, 79а","30.5017","52.260817"
"937","Отделение №323/207","","+375 23 409-26-77","Ровенская Слобода","агрогородок Ровенская Слобода, ул. Ильича, 24","30.313967","52.226767"
"939","Отделение №323/209","","+375 23 407-38-00","Озерщина","д. Озерщина, ул. Чапаева, 22","30.325917","52.396683"
"941","Отделение №323/211","","+375 23 407-53-35","Глыбов","агрогородок Глыбов, ул. Советская, 45","30.27695","52.4853"
"943","Отделение №323/213","","+375 23 409-35-60","Василевичи","г. Василевичи, ул. Комсомольская, 13","29.827583","52.250783"
"944","Отделение №323/214","","+375 23 407-57-42","Короватичи","агрогородок Короватичи, ул. Школьная, 1а","30.109583","52.232833"
"946","Отделение №323/216","","+375 23 407-08-44","Защебье","агрогородок Защебье, ул. Юбилейная, 18","29.872527","52.178898"
"947","Отделение №323/217","","+375 23 404-63-44","Солтаново","агрогородок Солтаново, ул. Заводская","30.234717","52.351233"
"949","Отделение №323/219","","+375 23 407-93-47","Речица","г. Речица, ул. Снежкова, 29","30.41695","52.354733"
"951","Отделение №323/221","","+375 23 409-62-77","Речица","г. Речица, ул. Строителей, 2-68","30.348867","52.373167"
"952","Отделение №323/222","","+375 23 407-63-92","Заречье","г.п. Заречье, ул. Спортивная, 2","30.052096","52.440374"
"954","Отделение №324/1","","+375 23 393-45-08","Рогачев","г. Рогачев, ул. Советская, 84","30.0508","53.081633"
"955","Отделение №324/49","","+375 44 711-99-19","Городец","агрогородок Городец, ул. Советская, 46","30.343272","52.972638"
"956","Отделение №324/4","","+375 44 700-97-92","Тихиничи","агрогородок Тихиничи, ул. Октябрьская, 3","29.846699","53.153209"
"957","Отделение №324/51","","+375 44 702-42-41","Поболово","агрогородок Поболово, ул. Ленина В.И., 4","29.778872","53.015492"
"959","Отделение №324/10","","+375 44 717-15-85","Рогачев","г. Рогачев, ул. Сергея Кирова, 31","30.020333","53.0689"
"962","Отделение №324/15","","+375 44 726-35-61","Журавичи","агрогородок Журавичи, ул. Андрея Макаёнка, 9а","30.542164","53.246713"
"963","Отделение №324/53","","+375 44 726-35-24","Довск","агрогородок Довск, ул. Гомельская, 1в","30.461274","53.155621"
"966","Отделение №324/23","","+375 44 726-36-71","Ильич","п. Ильич, ул. Первомайская, 11","30.419013","53.264081"
"968","Отделение №324/56","","+375 44 709-51-04","Рогачев","г. Рогачев, ул. Александра Пушкина, 65","30.04508","53.100934"
"969","Отделение №324/59","","+375 23 394-71-38","Рогачев","г. Рогачев, ул. Набережная, 78/2","30.066388","53.10248"
"972","Отделение №326/31","","+375 23 464-94-36","Хойники","г. Хойники, ул. Колесника, 5а","29.98195","51.907917"
"974","Отделение №306/22","","+375 23 443-03-85","Комарин","г.п. Комарин, ул. К.Маркса, 33","30.564983","51.43515"
"975","Отделение №300/227","","+375 23 443-39-02","Комарин","г.п. Комарин, п.п. Комарин","30.6053","51.381033"
"978","Отделение №400/4001","","+375 15 273-71-90","Гродно","г. Гродно, бул. им.Ленинского комсомола, 34","23.811383","53.697933"
"979","Отделение №400/4003","","+375 15 273-74-06","Гродно","г. Гродно, пр. Я.Купалы, 24","23.840133","53.6582"
